threshold,precision,recall,f1_score,fraud_detection_rate,false_alarm_rate,flagged_transactions
0.1,0.00421921577619812,0.9484536082474226,0.008401059263994155,0.9484536082474226,0.3818341686450365,21805
0.2,0.006493969885106686,0.9381443298969072,0.012898653437278525,0.9381443298969072,0.24482546381781412,14013
0.3,0.008422120750887874,0.8556701030927835,0.016680064308681672,0.8556701030927835,0.17184559922623757,9855
0.4,0.010508849557522125,0.7835051546391752,0.020739527902851686,0.7835051546391752,0.12584190626923414,7232
0.5,0.013275991024682124,0.7319587628865979,0.026078971533516987,0.7319587628865979,0.09279873384331311,5348
0.6,0.016577403723539913,0.6701030927835051,0.03235440517670483,0.6701030927835051,0.0678097247867757,3921
0.7,0.023134328358208955,0.6391752577319587,0.044652502700756214,0.6391752577319587,0.046038863976083706,2680
0.8,0.03305785123966942,0.5360824742268041,0.06227544910179641,0.5360824742268041,0.026747560010551306,1573
0.9,0.06304728546409807,0.3711340206185567,0.10778443113772454,0.3711340206185567,0.009408247603974325,571
